station_id,station_name,latitude,longitude,date,depth_m,temperature_c,salinity_psu,dissolved_oxygen_ml_l
STATION_A,North Pacific,45.0,-150.0,2020-06-01,100,11.57,33.79,4.64
STATION_A,North Pacific,45.0,-150.0,2020-06-01,200,7.58,33.98,4.39
STATION_A,North Pacific,45.0,-150.0,2020-06-01,500,3.54,33.5,3.7
STATION_B,Equatorial,0.0,-30.0,2020-06-01,0,28.72,35.0,5.18
STATION_B,Equatorial,0.0,-30.0,2020-06-01,50,25.47,35.31,4.76
STATION_B,Equatorial,0.0,-30.0,2020-06-01,100,11.57,35.59,6.09
STATION_B,Equatorial,0.0,-30.0,2020-06-01,200,7.58,35.95,5.84
STATION_B,Equatorial,0.0,-30.0,2020-06-01,500,5.04,35.0,5.0
STATION_C,South Atlantic,-35.0,-20.0,2020-06-01,0,16.07,35.5,5.39
STATION_C,South Atlantic,-35.0,-20.0,2020-06-01,50,12.82,35.65,4.98
STATION_C,South Atlantic,-35.0,-20.0,2020-06-01,100,11.57,35.79,5.04
STATION_C,South Atlantic,-35.0,-20.0,2020-06-01,200,7.58,35.98,4.79
STATION_C,South Atlantic,-35.0,-20.0,2020-06-01,500,3.04,35.5,4.15
STATION_A,North Pacific,45.0,-150.0,2020-07-01,0,14.07,33.5,4.99
STATION_A,North Pacific,45.0,-150.0,2020-07-01,50,10.82,33.65,4.62
STATION_A,North Pacific,45.0,-150.0,2020-07-01,100,10.07,33.79,4.39
STATION_A,North Pacific,45.0,-150.0,2020-07-01,200,7.08,33.98,4.19
STATION_A,North Pacific,45.0,-150.0,2020-07-01,500,3.54,33.5,3.55
STATION_B,Equatorial,0.0,-30.0,2020-07-01,0,28.57,35.0,4.99
STATION_B,Equatorial,0.0,-30.0,2020-07-01,50,25.32,35.31,4.62
STATION_B,Equatorial,0.0,-30.0,2020-07-01,100,10.07,35.59,5.84
STATION_B,Equatorial,0.0,-30.0,2020-07-01,200,7.08,35.95,5.64
STATION_B,Equatorial,0.0,-30.0,2020-07-01,500,5.04,35.0,4.85
STATION_C,South Atlantic,-35.0,-20.0,2020-07-01,0,18.07,35.5,4.99
STATION_C,South Atlantic,-35.0,-20.0,2020-07-01,50,14.82,35.65,4.62
STATION_C,South Atlantic,-35.0,-20.0,2020-07-01,100,10.07,35.79,4.79
STATION_C,South Atlantic,-35.0,-20.0,2020-07-01,200,7.08,35.98,4.59
STATION_C,South Atlantic,-35.0,-20.0,2020-07-01,500,3.04,35.5,4.0
STATION_A,North Pacific,45.0,-150.0,2020-08-01,0,12.07,33.5,5.39
STATION_A,North Pacific,45.0,-150.0,2020-08-01,50,8.82,33.65,4.98
STATION_A,North Pacific,45.0,-150.0,2020-08-01,100,8.57,33.79,4.14
STATION_A,North Pacific,45.0,-150.0,2020-08-01,200,6.58,33.98,3.99
STATION_A,North Pacific,45.0,-150.0,2020-08-01,500,3.54,33.5,3.4
STATION_B,Equatorial,0.0,-30.0,2020-08-01,0,28.43,35.0,5.21
STATION_B,Equatorial,0.0,-30.0,2020-08-01,50,25.18,35.31,4.79
STATION_B,Equatorial,0.0,-30.0,2020-08-01,100,8.57,35.59,5.59
STATION_B,Equatorial,0.0,-30.0,2020-08-01,200,6.58,35.95,5.44
STATION_B,Equatorial,0.0,-30.0,2020-08-01,500,5.04,35.0,4.7
STATION_C,South Atlantic,-35.0,-20.0,2020-08-01,0,20.07,35.5,4.99
STATION_C,South Atlantic,-35.0,-20.0,2020-08-01,50,16.82,35.65,4.58
STATION_C,South Atlantic,-35.0,-20.0,2020-08-01,100,8.57,35.79,4.54
STATION_C,South Atlantic,-35.0,-20.0,2020-08-01,200,6.58,35.98,4.39
STATION_C,South Atlantic,-35.0,-20.0,2020-08-01,500,3.04,35.5,3.85
STATION_A,North Pacific,45.0,-150.0,2020-09-01,0,10.61,33.5,6.09
STATION_A,North Pacific,45.0,-150.0,2020-09-01,50,7.36,33.65,5.56
STATION_A,North Pacific,45.0,-150.0,2020-09-01,100,7.48,33.79,3.96
STATION_A,North Pacific,45.0,-150.0,2020-09-01,200,6.21,33.98,3.85
STATION_A,North Pacific,45.0,-150.0,2020-09-01,500,3.54,33.5,3.29
STATION_B,Equatorial,0.0,-30.0,2020-09-01,0,28.32,35.0,5.77
STATION_B,Equatorial,0.0,-30.0,2020-09-01,50,25.07,35.31,5.24
STATION_B,Equatorial,0.0,-30.0,2020-09-01,100,7.48,35.59,5.41
STATION_B,Equatorial,0.0,-30.0,2020-09-01,200,6.21,35.95,5.3
STATION_B,Equatorial,0.0,-30.0,2020-09-01,500,5.04,35.0,4.59
STATION_C,South Atlantic,-35.0,-20.0,2020-09-01,0,21.54,35.5,5.4
STATION_C,South Atlantic,-35.0,-20.0,2020-09-01,50,18.29,35.65,4.87
STATION_C,South Atlantic,-35.0,-20.0,2020-09-01,100,7.48,35.79,4.36
STATION_C,South Atlantic,-35.0,-20.0,2020-09-01,200,6.21,35.98,4.25
STATION_C,South Atlantic,-35.0,-20.0,2020-09-01,500,3.04,35.5,3.74
STATION_A,North Pacific,45.0,-150.0,2020-10-01,0,10.07,33.5,6.89
STATION_A,North Pacific,45.0,-150.0,2020-10-01,50,6.82,33.65,6.22
STATION_A,North Pacific,45.0,-150.0,2020-10-01,100,7.07,33.79,3.89
STATION_A,North Pacific,45.0,-150.0,2020-10-01,200,6.08,33.98,3.79
STATION_A,North Pacific,45.0,-150.0,2020-10-01,500,3.54,33.5,3.25
STATION_B,Equatorial,0.0,-30.0,2020-10-01,0,28.27,35.0,6.52
STATION_B,Equatorial,0.0,-30.0,2020-10-01,50,25.02,35.31,5.85
STATION_B,Equatorial,0.0,-30.0,2020-10-01,100,7.07,35.59,5.34
STATION_B,Equatorial,0.0,-30.0,2020-10-01,200,6.08,35.95,5.24
STATION_B,Equatorial,0.0,-30.0,2020-10-01,500,5.04,35.0,4.55
STATION_C,South Atlantic,-35.0,-20.0,2020-10-01,0,22.07,35.5,6.09
STATION_C,South Atlantic,-35.0,-20.0,2020-10-01,50,18.82,35.65,5.42
STATION_C,South Atlantic,-35.0,-20.0,2020-10-01,100,7.07,35.79,4.29
STATION_C,South Atlantic,-35.0,-20.0,2020-10-01,200,6.08,35.98,4.19
STATION_C,South Atlantic,-35.0,-20.0,2020-10-01,500,3.04,35.5,3.7
STATION_A,North Pacific,45.0,-150.0,2020-11-01,0,10.61,33.5,7.59
STATION_A,North Pacific,45.0,-150.0,2020-11-01,50,7.36,33.65,6.76
STATION_A,North Pacific,45.0,-150.0,2020-11-01,100,7.48,33.79,3.96
STATION_A,North Pacific,45.0,-150.0,2020-11-01,200,6.21,33.98,3.85
STATION_A,North Pacific,45.0,-150.0,2020-11-01,500,3.54,33.5,3.29
STATION_B,Equatorial,0.0,-30.0,2020-11-01,0,28.32,35.0,7.27
STATION_B,Equatorial,0.0,-30.0,2020-11-01,50,25.07,35.31,6.44
STATION_B,Equatorial,0.0,-30.0,2020-11-01,100,7.48,35.59,5.41
STATION_B,Equatorial,0.0,-30.0,2020-11-01,200,6.21,35.95,5.3
STATION_B,Equatorial,0.0,-30.0,2020-11-01,500,5.04,35.0,4.59
STATION_C,South Atlantic,-35.0,-20.0,2020-11-01,0,21.54,35.5,6.9
STATION_C,South Atlantic,-35.0,-20.0,2020-11-01,50,18.29,35.65,6.07
STATION_C,South Atlantic,-35.0,-20.0,2020-11-01,100,7.48,35.79,4.36
STATION_C,South Atlantic,-35.0,-20.0,2020-11-01,200,6.21,35.98,4.25
STATION_C,South Atlantic,-35.0,-20.0,2020-11-01,500,3.04,35.5,3.74
STATION_A,North Pacific,45.0,-150.0,2020-12-01,0,12.07,33.5,7.99
STATION_A,North Pacific,45.0,-150.0,2020-12-01,50,8.82,33.65,7.06
STATION_A,North Pacific,45.0,-150.0,2020-12-01,100,8.57,33.79,4.14
STATION_A,North Pacific,45.0,-150.0,2020-12-01,200,6.57,33.98,3.99
STATION_A,North Pacific,45.0,-150.0,2020-12-01,500,3.54,33.5,3.4
STATION_B,Equatorial,0.0,-30.0,2020-12-01,0,28.43,35.0,7.81
STATION_B,Equatorial,0.0,-30.0,2020-12-01,50,25.18,35.31,6.87
STATION_B,Equatorial,0.0,-30.0,2020-12-01,100,8.57,35.59,5.59
STATION_B,Equatorial,0.0,-30.0,2020-12-01,200,6.57,35.95,5.44
STATION_B,Equatorial,0.0,-30.0,2020-12-01,500,5.04,35.0,4.7
STATION_C,South Atlantic,-35.0,-20.0,2020-12-01,0,20.07,35.5,7.59
STATION_C,South Atlantic,-35.0,-20.0,2020-12-01,50,16.82,35.65,6.66
STATION_C,South Atlantic,-35.0,-20.0,2020-12-01,100,8.57,35.79,4.54
STATION_C,South Atlantic,-35.0,-20.0,2020-12-01,200,6.57,35.98,4.39
STATION_C,South Atlantic,-35.0,-20.0,2020-12-01,500,3.04,35.5,3.85
STATION_A,North Pacific,45.0,-150.0,2021-01-01,0,14.09,33.5,7.99
STATION_A,North Pacific,45.0,-150.0,2021-01-01,50,10.84,33.65,7.02
STATION_A,North Pacific,45.0,-150.0,2021-01-01,100,10.09,33.79,4.39
STATION_A,North Pacific,45.0,-150.0,2021-01-01,200,7.09,33.98,4.19
STATION_A,North Pacific,45.0,-150.0,2021-01-01,500,3.54,33.5,3.55
STATION_B,Equatorial,0.0,-30.0,2021-01-01,0,28.59,35.0,7.99
STATION_B,Equatorial,0.0,-30.0,2021-01-01,50,25.34,35.31,7.02
STATION_B,Equatorial,0.0,-30.0,2021-01-01,100,10.09,35.59,5.84
STATION_B,Equatorial,0.0,-30.0,2021-01-01,200,7.09,35.95,5.64
STATION_B,Equatorial,0.0,-30.0,2021-01-01,500,5.04,35.0,4.85
STATION_C,South Atlantic,-35.0,-20.0,2021-01-01,0,18.09,35.5,7.99
STATION_C,South Atlantic,-35.0,-20.0,2021-01-01,50,14.84,35.65,7.02
STATION_C,South Atlantic,-35.0,-20.0,2021-01-01,100,10.09,35.79,4.79
STATION_C,South Atlantic,-35.0,-20.0,2021-01-01,200,7.09,35.98,4.59
STATION_C,South Atlantic,-35.0,-20.0,2021-01-01,500,3.04,35.5,4.0
STATION_A,North Pacific,45.0,-150.0,2021-02-01,0,16.09,33.5,7.59
STATION_A,North Pacific,45.0,-150.0,2021-02-01,50,12.84,33.65,6.66
STATION_A,North Pacific,45.0,-150.0,2021-02-01,100,11.59,33.79,4.64
STATION_A,North Pacific,45.0,-150.0,2021-02-01,200,7.59,33.98,4.39
STATION_A,North Pacific,45.0,-150.0,2021-02-01,500,3.54,33.5,3.7
STATION_B,Equatorial,0.0,-30.0,2021-02-01,0,28.74,35.0,7.78
STATION_B,Equatorial,0.0,-30.0,2021-02-01,50,25.49,35.31,6.84
STATION_B,Equatorial,0.0,-30.0,2021-02-01,100,11.59,35.59,6.09
STATION_B,Equatorial,0.0,-30.0,2021-02-01,200,7.59,35.95,5.84
STATION_B,Equatorial,0.0,-30.0,2021-02-01,500,5.04,35.0,5.0
STATION_C,South Atlantic,-35.0,-20.0,2021-02-01,0,16.09,35.5,7.99
STATION_C,South Atlantic,-35.0,-20.0,2021-02-01,50,12.84,35.65,7.06
STATION_C,South Atlantic,-35.0,-20.0,2021-02-01,100,11.59,35.79,5.04
STATION_C,South Atlantic,-35.0,-20.0,2021-02-01,200,7.59,35.98,4.79
STATION_C,South Atlantic,-35.0,-20.0,2021-02-01,500,3.04,35.5,4.15
STATION_A,North Pacific,45.0,-150.0,2021-03-01,0,17.55,33.5,6.89
STATION_A,North Pacific,45.0,-150.0,2021-03-01,50,14.3,33.65,6.07
STATION_A,North Pacific,45.0,-150.0,2021-03-01,100,12.69,33.79,4.82
STATION_A,North Pacific,45.0,-150.0,2021-03-01,200,7.96,33.98,4.54
STATION_A,North Pacific,45.0,-150.0,2021-03-01,500,3.54,33.5,3.81
STATION_B,Equatorial,0.0,-30.0,2021-03-01,0,28.85,35.0,7.22
STATION_B,Equatorial,0.0,-30.0,2021-03-01,50,25.6,35.31,6.39
STATION_B,Equatorial,0.0,-30.0,2021-03-01,100,12.69,35.59,6.27
STATION_B,Equatorial,0.0,-30.0,2021-03-01,200,7.96,35.95,5.99
STATION_B,Equatorial,0.0,-30.0,2021-03-01,500,5.04,35.0,5.11
STATION_C,South Atlantic,-35.0,-20.0,2021-03-01,0,14.63,35.5,7.59
STATION_C,South Atlantic,-35.0,-20.0,2021-03-01,50,11.38,35.65,6.76
STATION_C,South Atlantic,-35.0,-20.0,2021-03-01,100,12.69,35.79,5.22
STATION_C,South Atlantic,-35.0,-20.0,2021-03-01,200,7.96,35.98,4.94
STATION_C,South Atlantic,-35.0,-20.0,2021-03-01,500,3.04,35.5,4.26
STATION_A,North Pacific,45.0,-150.0,2021-04-01,0,18.09,33.5,6.09
STATION_A,North Pacific,45.0,-150.0,2021-04-01,50,14.84,33.65,5.42
STATION_A,North Pacific,45.0,-150.0,2021-04-01,100,13.09,33.79,4.89
STATION_A,North Pacific,45.0,-150.0,2021-04-01,200,8.09,33.98,4.59
STATION_A,North Pacific,45.0,-150.0,2021-04-01,500,3.54,33.5,3.85
STATION_B,Equatorial,0.0,-30.0,2021-04-01,0,28.89,35.0,6.46
STATION_B,Equatorial,0.0,-30.0,2021-04-01,50,25.64,35.31,5.79
STATION_B,Equatorial,0.0,-30.0,2021-04-01,100,13.09,35.59,6.34
STATION_B,Equatorial,0.0,-30.0,2021-04-01,200,8.09,35.95,6.04
STATION_B,Equatorial,0.0,-30.0,2021-04-01,500,5.04,35.0,5.15
STATION_C,South Atlantic,-35.0,-20.0,2021-04-01,0,14.09,35.5,6.89
STATION_C,South Atlantic,-35.0,-20.0,2021-04-01,50,10.84,35.65,6.22
STATION_C,South Atlantic,-35.0,-20.0,2021-04-01,100,13.09,35.79,5.29
STATION_C,South Atlantic,-35.0,-20.0,2021-04-01,200,8.09,35.98,4.99
STATION_C,South Atlantic,-35.0,-20.0,2021-04-01,500,3.04,35.5,4.3
STATION_A,North Pacific,45.0,-150.0,2021-05-01,0,17.55,33.5,5.39
STATION_A,North Pacific,45.0,-150.0,2021-05-01,50,14.3,33.65,4.87
STATION_A,North Pacific,45.0,-150.0,2021-05-01,100,12.69,33.79,4.82
STATION_A,North Pacific,45.0,-150.0,2021-05-01,200,7.96,33.98,4.54
STATION_A,North Pacific,45.0,-150.0,2021-05-01,500,3.54,33.5,3.81
STATION_B,Equatorial,0.0,-30.0,2021-05-01,0,28.85,35.0,5.72
STATION_B,Equatorial,0.0,-30.0,2021-05-01,50,25.6,35.31,5.19
STATION_B,Equatorial,0.0,-30.0,2021-05-01,100,12.69,35.59,6.27
STATION_B,Equatorial,0.0,-30.0,2021-05-01,200,7.96,35.95,5.99
STATION_B,Equatorial,0.0,-30.0,2021-05-01,500,5.04,35.0,5.11
STATION_C,South Atlantic,-35.0,-20.0,2021-05-01,0,14.63,35.5,6.09
STATION_C,South Atlantic,-35.0,-20.0,2021-05-01,50,11.38,35.65,5.56
STATION_C,South Atlantic,-35.0,-20.0,2021-05-01,100,12.69,35.79,5.22
STATION_C,South Atlantic,-35.0,-20.0,2021-05-01,200,7.96,35.98,4.94
STATION_C,South Atlantic,-35.0,-20.0,2021-05-01,500,3.04,35.5,4.26
STATION_A,North Pacific,45.0,-150.0,2021-06-01,0,16.09,33.5,4.99
STATION_A,North Pacific,45.0,-150.0,2021-06-01,50,12.84,33.65,4.58
STATION_A,North Pacific,45.0,-150.0,2021-06-01,100,11.59,33.79,4.64
STATION_A,North Pacific,45.0,-150.0,2021-06-01,200,7.59,33.98,4.39
STATION_A,North Pacific,45.0,-150.0,2021-06-01,500,3.54,33.5,3.7
STATION_B,Equatorial,0.0,-30.0,2021-06-01,0,28.74,35.0,5.18
STATION_B,Equatorial,0.0,-30.0,2021-06-01,50,25.49,35.31,4.76
STATION_B,Equatorial,0.0,-30.0,2021-06-01,100,11.59,35.59,6.09
STATION_B,Equatorial,0.0,-30.0,2021-06-01,200,7.59,35.95,5.84
STATION_B,Equatorial,0.0,-30.0,2021-06-01,500,5.04,35.0,5.0
STATION_C,South Atlantic,-35.0,-20.0,2021-06-01,0,16.09,35.5,5.39
STATION_C,South Atlantic,-35.0,-20.0,2021-06-01,50,12.84,35.65,4.98
STATION_C,South Atlantic,-35.0,-20.0,2021-06-01,100,11.59,35.79,5.04
STATION_C,South Atlantic,-35.0,-20.0,2021-06-01,200,7.59,35.98,4.79
STATION_C,South Atlantic,-35.0,-20.0,2021-06-01,500,3.04,35.5,4.15
STATION_A,North Pacific,45.0,-150.0,2021-07-01,0,14.09,33.5,4.99
STATION_A,North Pacific,45.0,-150.0,2021-07-01,50,10.84,33.65,4.62
STATION_A,North Pacific,45.0,-150.0,2021-07-01,100,10.09,33.79,4.39
STATION_A,North Pacific,45.0,-150.0,2021-07-01,200,7.09,33.98,4.19
STATION_A,North Pacific,45.0,-150.0,2021-07-01,500,3.54,33.5,3.55
STATION_B,Equatorial,0.0,-30.0,2021-07-01,0,28.59,35.0,4.99
STATION_B,Equatorial,0.0,-30.0,2021-07-01,50,25.34,35.31,4.62
STATION_B,Equatorial,0.0,-30.0,2021-07-01,100,10.09,35.59,5.84
STATION_B,Equatorial,0.0,-30.0,2021-07-01,200,7.09,35.95,5.64
STATION_B,Equatorial,0.0,-30.0,2021-07-01,500,5.04,35.0,4.85
STATION_C,South Atlantic,-35.0,-20.0,2021-07-01,0,18.09,35.5,4.99
STATION_C,South Atlantic,-35.0,-20.0,2021-07-01,50,14.84,35.65,4.62
STATION_C,South Atlantic,-35.0,-20.0,2021-07-01,100,10.09,35.79,4.79
STATION_C,South Atlantic,-35.0,-20.0,2021-07-01,200,7.09,35.98,4.59
STATION_C,South Atlantic,-35.0,-20.0,2021-07-01,500,3.04,35.5,4.0
STATION_A,North Pacific,45.0,-150.0,2021-08-01,0,12.09,33.5,5.39
STATION_A,North Pacific,45.0,-150.0,2021-08-01,50,8.84,33.65,4.98
STATION_A,North Pacific,45.0,-150.0,2021-08-01,100,8.59,33.79,4.14
STATION_A,North Pacific,45.0,-150.0,2021-08-01,200,6.59,33.98,3.99
STATION_A,North Pacific,45.0,-150.0,2021-08-01,500,3.54,33.5,3.4
STATION_B,Equatorial,0.0,-30.0,2021-08-01,0,28.44,35.0,5.21
STATION_B,Equatorial,0.0,-30.0,2021-08-01,50,25.19,35.31,4.79
STATION_B,Equatorial,0.0,-30.0,2021-08-01,100,8.59,35.59,5.59
STATION_B,Equatorial,0.0,-30.0,2021-08-01,200,6.59,35.95,5.44
STATION_B,Equatorial,0.0,-30.0,2021-08-01,500,5.04,35.0,4.7
STATION_C,South Atlantic,-35.0,-20.0,2021-08-01,0,20.09,35.5,4.99
STATION_C,South Atlantic,-35.0,-20.0,2021-08-01,50,16.84,35.65,4.58
STATION_C,South Atlantic,-35.0,-20.0,2021-08-01,100,8.59,35.79,4.54
STATION_C,South Atlantic,-35.0,-20.0,2021-08-01,200,6.59,35.98,4.39
STATION_C,South Atlantic,-35.0,-20.0,2021-08-01,500,3.04,35.5,3.85
STATION_A,North Pacific,45.0,-150.0,2021-09-01,0,10.63,33.5,6.09
STATION_A,North Pacific,45.0,-150.0,2021-09-01,50,7.38,33.65,5.56
STATION_A,North Pacific,45.0,-150.0,2021-09-01,100,7.49,33.79,3.96
STATION_A,North Pacific,45.0,-150.0,2021-09-01,200,6.22,33.98,3.84
STATION_A,North Pacific,45.0,-150.0,2021-09-01,500,3.54,33.5,3.29
STATION_B,Equatorial,0.0,-30.0,2021-09-01,0,28.33,35.0,5.77
STATION_B,Equatorial,0.0,-30.0,2021-09-01,50,25.08,35.31,5.24
STATION_B,Equatorial,0.0,-30.0,2021-09-01,100,7.49,35.59,5.41
STATION_B,Equatorial,0.0,-30.0,2021-09-01,200,6.22,35.95,5.29
STATION_B,Equatorial,0.0,-30.0,2021-09-01,500,5.04,35.0,4.59
STATION_C,South Atlantic,-35.0,-20.0,2021-09-01,0,21.55,35.5,5.39
STATION_C,South Atlantic,-35.0,-20.0,2021-09-01,50,18.3,35.65,4.87
STATION_C,South Atlantic,-35.0,-20.0,2021-09-01,100,7.49,35.79,4.36
STATION_C,South Atlantic,-35.0,-20.0,2021-09-01,200,6.22,35.98,4.24
STATION_C,South Atlantic,-35.0,-20.0,2021-09-01,500,3.04,35.5,3.74
STATION_A,North Pacific,45.0,-150.0,2021-10-01,0,10.09,33.5,6.89
STATION_A,North Pacific,45.0,-150.0,2021-10-01,50,6.84,33.65,6.22
STATION_A,North Pacific,45.0,-150.0,2021-10-01,100,7.09,33.79,3.89
STATION_A,North Pacific,45.0,-150.0,2021-10-01,200,6.09,33.98,3.79
STATION_A,North Pacific,45.0,-150.0,2021-10-01,500,3.54,33.5,3.25
STATION_B,Equatorial,0.0,-30.0,2021-10-01,0,28.29,35.0,6.52
STATION_B,Equatorial,0.0,-30.0,2021-10-01,50,25.04,35.31,5.85
STATION_B,Equatorial,0.0,-30.0,2021-10-01,100,7.09,35.59,5.34
STATION_B,Equatorial,0.0,-30.0,2021-10-01,200,6.09,35.95,5.24
STATION_B,Equatorial,0.0,-30.0,2021-10-01,500,5.04,35.0,4.55
STATION_C,South Atlantic,-35.0,-20.0,2021-10-01,0,22.09,35.5,6.09
STATION_C,South Atlantic,-35.0,-20.0,2021-10-01,50,18.84,35.65,5.42
STATION_C,South Atlantic,-35.0,-20.0,2021-10-01,100,7.09,35.79,4.29
STATION_C,South Atlantic,-35.0,-20.0,2021-10-01,200,6.09,35.98,4.19
STATION_C,South Atlantic,-35.0,-20.0,2021-10-01,500,3.04,35.5,3.7
STATION_A,North Pacific,45.0,-150.0,2021-11-01,0,10.63,33.5,7.59
STATION_A,North Pacific,45.0,-150.0,2021-11-01,50,7.38,33.65,6.76
STATION_A,North Pacific,45.0,-150.0,2021-11-01,100,7.49,33.79,3.96
STATION_A,North Pacific,45.0,-150.0,2021-11-01,200,6.22,33.98,3.84
STATION_A,North Pacific,45.0,-150.0,2021-11-01,500,3.54,33.5,3.29
STATION_B,Equatorial,0.0,-30.0,2021-11-01,0,28.33,35.0,7.27
STATION_B,Equatorial,0.0,-30.0,2021-11-01,50,25.08,35.31,6.44
STATION_B,Equatorial,0.0,-30.0,2021-11-01,100,7.49,35.59,5.41
STATION_B,Equatorial,0.0,-30.0,2021-11-01,200,6.22,35.95,5.29
STATION_B,Equatorial,0.0,-30.0,2021-11-01,500,5.04,35.0,4.59
STATION_C,South Atlantic,-35.0,-20.0,2021-11-01,0,21.55,35.5,6.89
STATION_C,South Atlantic,-35.0,-20.0,2021-11-01,50,18.3,35.65,6.07
STATION_C,South Atlantic,-35.0,-20.0,2021-11-01,100,7.49,35.79,4.36
STATION_C,South Atlantic,-35.0,-20.0,2021-11-01,200,6.22,35.98,4.24
STATION_C,South Atlantic,-35.0,-20.0,2021-11-01,500,3.04,35.5,3.74
STATION_A,North Pacific,45.0,-150.0,2021-12-01,0,12.09,33.5,7.99
STATION_A,North Pacific,45.0,-150.0,2021-12-01,50,8.84,33.65,7.06
STATION_A,North Pacific,45.0,-150.0,2021-12-01,100,8.59,33.79,4.14
STATION_A,North Pacific,45.0,-150.0,2021-12-01,200,6.59,33.98,3.99
STATION_A,North Pacific,45.0,-150.0,2021-12-01,500,3.54,33.5,3.4
STATION_B,Equatorial,0.0,-30.0,2021-12-01,0,28.44,35.0,7.81
STATION_B,Equatorial,0.0,-30.0,2021-12-01,50,25.19,35.31,6.87
STATION_B,Equatorial,0.0,-30.0,2021-12-01,100,8.59,35.59,5.59
STATION_B,Equatorial,0.0,-30.0,2021-12-01,200,6.59,35.95,5.44
STATION_B,Equatorial,0.0,-30.0,2021-12-01,500,5.04,35.0,4.7
STATION_C,South Atlantic,-35.0,-20.0,2021-12-01,0,20.09,35.5,7.59
STATION_C,South Atlantic,-35.0,-20.0,2021-12-01,50,16.84,35.65,6.66
STATION_C,South Atlantic,-35.0,-20.0,2021-12-01,100,8.59,35.79,4.54
STATION_C,South Atlantic,-35.0,-20.0,2021-12-01,200,6.59,35.98,4.39
STATION_C,South Atlantic,-35.0,-20.0,2021-12-01,500,3.04,35.5,3.85
STATION_A,North Pacific,45.0,-150.0,2022-01-01,0,14.11,33.5,7.99
STATION_A,North Pacific,45.0,-150.0,2022-01-01,50,10.86,33.65,7.01
STATION_A,North Pacific,45.0,-150.0,2022-01-01,100,10.11,33.79,4.39
STATION_A,North Pacific,45.0,-150.0,2022-01-01,200,7.11,33.98,4.19
STATION_A,North Pacific,45.0,-150.0,2022-01-01,500,3.55,33.5,3.54
STATION_B,Equatorial,0.0,-30.0,2022-01-01,0,28.61,35.0,7.99
STATION_B,Equatorial,0.0,-30.0,2022-01-01,50,25.36,35.31,7.01
STATION_B,Equatorial,0.0,-30.0,2022-01-01,100,10.11,35.59,5.84
STATION_B,Equatorial,0.0,-30.0,2022-01-01,200,7.11,35.95,5.64
STATION_B,Equatorial,0.0,-30.0,2022-01-01,500,5.05,35.0,4.84
STATION_C,South Atlantic,-35.0,-20.0,2022-01-01,0,18.11,35.5,7.99
STATION_C,South Atlantic,-35.0,-20.0,2022-01-01,50,14.86,35.65,7.01
STATION_C,South Atlantic,-35.0,-20.0,2022-01-01,100,10.11,35.79,4.79
STATION_C,South Atlantic,-35.0,-20.0,2022-01-01,200,7.11,35.98,4.59
STATION_C,South Atlantic,-35.0,-20.0,2022-01-01,500,3.05,35.5,3.99
STATION_A,North Pacific,45.0,-150.0,2022-02-01,0,16.11,33.5,7.59
STATION_A,North Pacific,45.0,-150.0,2022-02-01,50,12.86,33.65,6.65
STATION_A,North Pacific,45.0,-150.0,2022-02-01,100,11.61,33.79,4.64
STATION_A,North Pacific,45.0,-150.0,2022-02-01,200,7.61,33.98,4.39
STATION_A,North Pacific,45.0,-150.0,2022-02-01,500,3.55,33.5,3.69
STATION_B,Equatorial,0.0,-30.0,2022-02-01,0,28.75,35.0,7.77
STATION_B,Equatorial,0.0,-30.0,2022-02-01,50,25.5,35.31,6.84
STATION_B,Equatorial,0.0,-30.0,2022-02-01,100,11.61,35.59,6.09
STATION_B,Equatorial,0.0,-30.0,2022-02-01,200,7.61,35.95,5.84
STATION_B,Equatorial,0.0,-30.0,2022-02-01,500,5.05,35.0,4.99
STATION_C,South Atlantic,-35.0,-20.0,2022-02-01,0,16.11,35.5,7.99
STATION_C,South Atlantic,-35.0,-20.0,2022-02-01,50,12.86,35.65,7.05
STATION_C,South Atlantic,-35.0,-20.0,2022-02-01,100,11.61,35.79,5.04
STATION_C,South Atlantic,-35.0,-20.0,2022-02-01,200,7.61,35.98,4.79
STATION_C,South Atlantic,-35.0,-20.0,2022-02-01,500,3.05,35.5,4.14
STATION_A,North Pacific,45.0,-150.0,2022-03-01,0,17.57,33.5,6.89
STATION_A,North Pacific,45.0,-150.0,2022-03-01,50,14.32,33.65,6.07
STATION_A,North Pacific,45.0,-150.0,2022-03-01,100,12.7,33.79,4.82
STATION_A,North Pacific,45.0,-150.0,2022-03-01,200,7.97,33.98,4.54
STATION_A,North Pacific,45.0,-150.0,2022-03-01,500,3.55,33.5,3.8
STATION_B,Equatorial,0.0,-30.0,2022-03-01,0,28.86,35.0,7.21
STATION_B,Equatorial,0.0,-30.0,2022-03-01,50,25.61,35.31,6.39
STATION_B,Equatorial,0.0,-30.0,2022-03-01,100,12.7,35.59,6.27
STATION_B,Equatorial,0.0,-30.0,2022-03-01,200,7.97,35.95,5.99
STATION_B,Equatorial,0.0,-30.0,2022-03-01,500,5.05,35.0,5.1
STATION_C,South Atlantic,-35.0,-20.0,2022-03-01,0,14.64,35.5,7.59
STATION_C,South Atlantic,-35.0,-20.0,2022-03-01,50,11.39,35.65,6.76
STATION_C,South Atlantic,-35.0,-20.0,2022-03-01,100,12.7,35.79,5.22
